image_id,class_name,x_min,y_min,x_max,y_max
97f0ad3b3ccbfc848bf9cc7e1a76377c,ILD,12.497303336847075,236.03311582526996,92.0589471724635,294.52676885771
56237d3770e31568eb965067d2d948af,Cardiomegaly,140.12203196856535,156.13728889031844,295.45536530189867,229.73728889031844
218e819ed8c0fe25c92ee7f1d5b993c7,Pleural effusion,24.142475836616462,239.8905715933837,73.28847873074739,278.7410124992763
218e819ed8c0fe25c92ee7f1d5b993c7,Calcification,197.94077353302117,104.99099386369404,233.35287727941886,129.29845430077015
218e819ed8c0fe25c92ee7f1d5b993c7,Calcification,280.79159963377845,92.59410256566647,289.83707008898136,99.21699562842095
39077a997b195cfedd2287c9e9476b38,Cardiomegaly,179.3976833976834,163.88416799891408,292.07722007722003,229.86100197574805
6cd9d28658e91fe717e33e2f8b10e81a,Cardiomegaly,121.02534464438716,214.47292086286856,326.176029575894,317.37842156808716
6cd9d28658e91fe717e33e2f8b10e81a,ILD,46.06644053479812,90.44471211815768,149.95685149370223,302.21340041152865
6cd9d28658e91fe717e33e2f8b10e81a,ILD,209.13493368548305,86.65345682901804,341.95685149370223,319.00324526343275
6cd9d28658e91fe717e33e2f8b10e81a,Pulmonary fibrosis,237.0662662559586,139.89420427640545,291.5782432302827,163.60610652821202
6cd9d28658e91fe717e33e2f8b10e81a,Other lesion,231.24757208454199,156.54298670852498,279.3283607641424,199.42621418519641
b4e78fa47b3675c8de1ceae320bc4bf9,Cardiomegaly,108.0000142750574,169.06404384987061,318.079210246845,257.02019056791534
b4e78fa47b3675c8de1ceae320bc4bf9,Aortic enlargement,180.3326715707328,83.72369331674918,257.0681862670145,159.2548081564084
b4e78fa47b3675c8de1ceae320bc4bf9,Calcification,229.0785927917314,100.72636851875038,243.85961406519553,115.76719658205916
b4e78fa47b3675c8de1ceae320bc4bf9,ILD,53.435617907253736,135.24950025105326,93.02750324368384,220.1656380923255
b4e78fa47b3675c8de1ceae320bc4bf9,Pleural thickening,38.44815602172292,148.93201498789742,52.16856369263248,242.54663158827876
b4e78fa47b3675c8de1ceae320bc4bf9,Pleural thickening,317.1439368370731,103.46205835342647,337.15286469048283,170.0324523803643
b4e78fa47b3675c8de1ceae320bc4bf9,ILD,281.6051200264098,94.37523143117296,326.58628947115983,183.8882426170446
ae764a3ffd1b0317e4496637b3708a20,Lung Opacity,215.04006474387484,77.10719115238773,259.25108959601516,104.1593854443442
ae764a3ffd1b0317e4496637b3708a20,Pulmonary fibrosis,226.35083109365053,83.99605572318093,292.456839682089,151.9733644568151
ae764a3ffd1b0317e4496637b3708a20,Other lesion,302.98327417069385,74.63183462211903,379.1946598681929,155.09477149050232
8523b847bfffd922ccc8748667cb4a6b,Aortic enlargement,146.60944270372218,102.00247668993309,255.07381037502142,211.16165838669545
8523b847bfffd922ccc8748667cb4a6b,Nodule/Mass,337.0526929172825,313.08376726378293,349.03422190422833,328.7640917064117
4dcaf539b6497ad02f2734e1b78c9678,No finding,,,,
774a27811e9fea0a7551f17f0b00130c,Aortic enlargement,166.13766053899286,101.80072538285056,236.04059910186828,172.36347024413445
774a27811e9fea0a7551f17f0b00130c,Pleural thickening,200.64127032165328,57.72861904030081,235.42943708699846,68.06823800399127
f890e83cfa9198db05bc36b3ffc14c4d,Cardiomegaly,115.8569710730886,191.1969848445502,277.4752869891333,253.98395649538764
f890e83cfa9198db05bc36b3ffc14c4d,ILD,44.47532015595664,176.61415154215035,125.97532015595665,255.11415154215035
b7806ab0cae2d0a9e40e009a354e4712,Cardiomegaly,125.7478188130667,170.82414672954863,272.76379277588364,234.19945380123914
b7806ab0cae2d0a9e40e009a354e4712,Pleural thickening,53.52944563834965,162.71800280177428,71.21557784440282,228.6725374868475
9dac311de884273b67f2623ce139e248,ILD,38.732738244880686,202.61984701477792,130.74279939369725,241.03307423628664
9dac311de884273b67f2623ce139e248,Aortic enlargement,143.23070230911202,130.34743567985743,230.7472763740417,186.84805316026947
9dac311de884273b67f2623ce139e248,Cardiomegaly,134.95210746513214,193.18001891238464,308.80259918870877,304.72003100733605
9dac311de884273b67f2623ce139e248,Consolidation,227.35097451703678,204.9520571721933,305.2386115208694,249.7026269292578
57a1a6b02398e336508aa57ecf962e74,Cardiomegaly,111.36427779591294,224.32279816710965,327.7766489299336,307.3498251941367
57a1a6b02398e336508aa57ecf962e74,Pulmonary fibrosis,222.3108305495061,67.84109364695733,294.1179943169339,113.68937297134767
57a1a6b02398e336508aa57ecf962e74,Pulmonary fibrosis,52.830481657566416,120.06562373831581,131.58672578958397,152.55413955096327
57a1a6b02398e336508aa57ecf962e74,Pulmonary fibrosis,116.5303849996394,64.80478375792488,160.927287328963,137.0689591168977
57a1a6b02398e336508aa57ecf962e74,Pleural thickening,305.9926659279669,79.19480290099104,341.49295568704014,116.15622427717518
552e53af89d7ae4c482cb935ac1542b7,Pleural thickening,53.93050193050193,74.18532630007239,128.988416988417,89.75289386763995
552e53af89d7ae4c482cb935ac1542b7,Pleural thickening,205.89961389961383,62.32432243906854,276.32432432432427,91.23551935026545
552e53af89d7ae4c482cb935ac1542b7,Pulmonary fibrosis,50.223938223938205,68.99613711088321,133.6216216216216,139.42084753559362
552e53af89d7ae4c482cb935ac1542b7,Pulmonary fibrosis,196.63320463320457,60.84169695644305,276.32432432432427,138.6795347942809
cf53ffbeb2ef098612d71ea84d97ebc4,Cardiomegaly,123.23046194077729,177.02927863041103,313.9781145850984,306.6586870098869
cf53ffbeb2ef098612d71ea84d97ebc4,Nodule/Mass,237.1631208952166,113.10033906615124,270.0994057847005,160.89187641030662
cf53ffbeb2ef098612d71ea84d97ebc4,Pulmonary fibrosis,82.60883507284464,100.95100530366835,108.42452457245898,109.76061289481046
e52b5e6afc1c45823626dfc0b0c07a8c,ILD,35.224883849197404,97.71658192840235,122.65865699525322,160.13206483782412
e52b5e6afc1c45823626dfc0b0c07a8c,ILD,256.4588249914902,56.94264836948362,285.60341604017543,83.28888236140034
e52b5e6afc1c45823626dfc0b0c07a8c,ILD,274.85990834080206,127.48336851326066,309.90695797112994,150.34313662224963
e52b5e6afc1c45823626dfc0b0c07a8c,ILD,272.0747123436897,198.70033839126472,332.420625614453,271.4559465073739
937a353dd57519c0757ce2da3ae2bdc2,Cardiomegaly,158.09472063301672,135.1508001003267,305.36594611809045,186.97560486221974
937a353dd57519c0757ce2da3ae2bdc2,Enlarged PA,230.2015663289957,95.12351186959631,264.8536193843072,128.40936208251944
7aa301c90a61603f9b5e2e05a88b4204,Pneumothorax,50.64677641854094,166.75363285113676,91.03556121618891,288.64603532161425
7aa301c90a61603f9b5e2e05a88b4204,Atelectasis,74.0094903590201,175.93826611416688,161.6383747725826,260.82823549908187
7aa301c90a61603f9b5e2e05a88b4204,Other lesion,14.214998839099167,168.13728875628976,48.784304620385434,313.35762773934067
53ae3d1a464529cb387ce44aa655846f,Pulmonary fibrosis,233.71656838446435,72.72528559417295,315.9741698060272,141.7920586065689
53ae3d1a464529cb387ce44aa655846f,Nodule/Mass,262.12207103363716,84.4487968804099,274.54947844265024,95.66259028463656
53ae3d1a464529cb387ce44aa655846f,Nodule/Mass,270.9987906115036,105.60208898383746,281.94674475753897,117.3256002700744
2021c6c746096cd28002e71ceb992c69,Nodule/Mass,273.70609621447693,161.2123809683884,285.45583743795123,172.7724617395797
2021c6c746096cd28002e71ceb992c69,Nodule/Mass,262.28273669165463,124.91910412860169,286.76136424055943,155.8355992143459
2021c6c746096cd28002e71ceb992c69,Pleural thickening,332.17400093007063,131.40710720499231,340.4593114731751,151.8808223975437
2021c6c746096cd28002e71ceb992c69,Pulmonary fibrosis,295.673849078016,126.61146220493524,329.9347278103127,144.87180278207572
2021c6c746096cd28002e71ceb992c69,Nodule/Mass,320.98383912021643,189.52918919773307,330.2089559897075,198.25360625907487
2021c6c746096cd28002e71ceb992c69,ILD,79.12045852186472,203.07007477089792,132.44137456857393,246.12055839944375
2021c6c746096cd28002e71ceb992c69,Pleural thickening,121.24366173229495,78.8458644160813,143.43393629607496,89.00032323542585
2021c6c746096cd28002e71ceb992c69,Pulmonary fibrosis,88.99195662290605,117.39594248520888,167.30335606169223,179.32370898092233
2021c6c746096cd28002e71ceb992c69,Pulmonary fibrosis,128.2494591531097,87.36105524524723,143.39280693398862,106.23543793702642
7073d58de75ee80e16ec3a4458349f90,Cardiomegaly,105.8223938223938,206.88030699505313,295.78378378378375,278.0463301610763
7073d58de75ee80e16ec3a4458349f90,Aortic enlargement,139.18146718146716,137.93822205296817,233.69884169884168,185.3822374969836
7073d58de75ee80e16ec3a4458349f90,Rib fracture,61.253035804892406,139.73309004817582,89.07896942930519,175.25555850487302
7073d58de75ee80e16ec3a4458349f90,Lung Opacity,48.82017184504839,193.2536091895996,78.42222889229603,210.30439404881423
7073d58de75ee80e16ec3a4458349f90,ILD,253.66640661200213,213.38300798172804,295.1092864781488,232.56514094834452
395f2f015b69bcf2e58fcba55ecb6793,Consolidation,256.13118340208354,191.04644471838998,290.1763041549675,237.0236119156983
395f2f015b69bcf2e58fcba55ecb6793,Lung cavity,261.2379515150161,170.87278972365263,300.38984038083265,196.67630192622363
379350d6cca599b6a09c5387c9160aad,Pulmonary fibrosis,146.30822564007084,82.27047156989926,187.68368142432354,164.1266526102554
379350d6cca599b6a09c5387c9160aad,Lung cavity,118.95974848749908,120.08068021801287,137.8211496477633,136.11731325171183
379350d6cca599b6a09c5387c9160aad,Nodule/Mass,88.79631016443831,147.14537551724288,106.03295900472708,157.271181262729
379350d6cca599b6a09c5387c9160aad,Pulmonary fibrosis,105.20696816361038,165.98073662477486,146.28429115483647,181.57654550248293
379350d6cca599b6a09c5387c9160aad,Nodule/Mass,86.04619473151281,187.13730877180447,152.35840225079014,303.7391974785408
379350d6cca599b6a09c5387c9160aad,Pulmonary fibrosis,282.91388301309775,186.26180696070062,342.3819028779572,255.52012784705659
379350d6cca599b6a09c5387c9160aad,Pulmonary fibrosis,259.2536505179497,93.42242670765302,300.14738756601776,170.43717159289002
379350d6cca599b6a09c5387c9160aad,Nodule/Mass,305.0635745335451,119.64411365667418,317.80096804032036,143.29864244285415
134214ffc7f507842719617ecd5bfc52,Aortic enlargement,181.7021195800208,61.061942725200346,275.31335991775313,145.7167890337815
134214ffc7f507842719617ecd5bfc52,Cardiomegaly,116.90334925265778,168.23513451194245,315.23699675501405,261.8486068455431
134214ffc7f507842719617ecd5bfc52,ILD,261.4285553527711,94.20468341965987,354.1674838019466,173.11086071282364
588634981efe8a011372632c6d76eea0,ILD,37.87459174412277,202.882707284153,142.85259175120805,261.79573415380094
4b19ca098b479dd60cc2288ab680e3eb,Pleural thickening,112.87866580159204,48.88677782187449,156.38466629425466,57.60914059345772
4b19ca098b479dd60cc2288ab680e3eb,ILD,48.20974812643488,99.38809515419517,129.43803952674472,254.01869639132985
4b19ca098b479dd60cc2288ab680e3eb,ILD,272.3746453241891,136.0412747067012,341.3242415128242,294.3944644921372
5beee832c007826c93c25ba287ee4d48,Calcification,229.87385840952743,72.6605091445497,252.68665431778135,101.9464671593089
5beee832c007826c93c25ba287ee4d48,Aortic enlargement,200.35287369779067,75.04773556215434,259.8308833156439,132.50296530464794
5beee832c007826c93c25ba287ee4d48,Cardiomegaly,162.66383790033905,132.98987403127924,308.7088516154639,201.64400448629283
5beee832c007826c93c25ba287ee4d48,Pleural thickening,121.44145499687639,39.5033985180693,170.3194232966964,63.3619261230031
bdf81a571d4164c54e1d57e870bab752,Cardiomegaly,155.8226562218738,208.55470859135508,324.78135528745815,285.0725333311329
bdf81a571d4164c54e1d57e870bab752,Nodule/Mass,93.69603996962134,232.33266143138334,101.63192160768278,239.16183848726615
bdf81a571d4164c54e1d57e870bab752,Nodule/Mass,138.28813679301425,250.95768976560925,145.0903210542098,256.545198265877
fb96a81650614fc467bc6e5af94543b8,Cardiomegaly,119.93201673174356,215.27556321186424,326.1178126441548,278.0173515276297
fb96a81650614fc467bc6e5af94543b8,Calcification,232.30692898163213,99.93282114452877,250.67269221985126,114.215488331388
fb96a81650614fc467bc6e5af94543b8,ILD,52.31735807072268,124.28855451124889,121.56708102770853,275.2937092629379
fb96a81650614fc467bc6e5af94543b8,ILD,275.71430087907606,138.72090558486164,344.6310924756918,266.7412049230192
4c5cda3481350033d181e879d29f0135,Nodule/Mass,200.82665739537777,4.74359848835751,280.295851708174,62.36843678072491
4c5cda3481350033d181e879d29f0135,Other lesion,289.39537777452466,133.90271879883616,350.05888488352946,172.65045489197976
39949d5d2d8855e391b87d8a932b5aaf,Nodule/Mass,64.13686754387093,169.0905571033518,115.6202739801822,209.75104350080755
39949d5d2d8855e391b87d8a932b5aaf,ILD,76.85629736931254,120.4476439284814,134.09373158379978,171.83451630808807
c826c6a366c7ff0a6a2b202e423b2353,Nodule/Mass,95.1605070091944,88.95016306729826,115.76913447806047,108.05733786310795
c826c6a366c7ff0a6a2b202e423b2353,Nodule/Mass,82.84885943039127,109.37507405592241,119.24851314163526,131.77658933376824
c826c6a366c7ff0a6a2b202e423b2353,Nodule/Mass,58.76085329795041,138.8045156954454,107.47215458799752,170.86942972059728
c826c6a366c7ff0a6a2b202e423b2353,Aortic enlargement,191.59557053235255,107.93412303769958,256.9348290082617,172.3179930070099
439dc69a4c208bef639794335fc7e8aa,Atelectasis,77.56592827405038,148.87213549203904,132.54700510711268,175.75537188169545
439dc69a4c208bef639794335fc7e8aa,Nodule/Mass,130.27974420678024,149.38912080722474,167.1227338371828,192.29890196763782
439dc69a4c208bef639794335fc7e8aa,Cardiomegaly,140.48241825827634,216.5972117813657,299.19068128154896,302.41677410219194
439dc69a4c208bef639794335fc7e8aa,Calcification,155.88852336788347,137.29624521826494,165.65967617033488,148.88204068402877
439dc69a4c208bef639794335fc7e8aa,Calcification,217.93534366345003,60.20614461914403,231.1263999467594,72.68315512073583
439dc69a4c208bef639794335fc7e8aa,Calcification,228.68361174614657,105.21250392845735,237.9662069084754,118.58072946587713
439dc69a4c208bef639794335fc7e8aa,Calcification,170.54525257156064,223.29849617566558,184.22486649499263,231.7650390160314
878e449975ff3b3fe915c976e7b8349e,Cardiomegaly,168.5723892039681,206.88030699505308,346.6222312538101,293.6138977286438
878e449975ff3b3fe915c976e7b8349e,Other lesion,162.94976261292047,91.23551935026543,202.308148750254,253.58300969775576
878e449975ff3b3fe915c976e7b8349e,ILD,55.865895697474606,79.86105458594449,156.55106316158944,221.13584641031997
878e449975ff3b3fe915c976e7b8349e,ILD,245.47737895106312,83.93069879487712,350.57211579316845,193.2297146919248
878e449975ff3b3fe915c976e7b8349e,Calcification,234.45345550608704,95.55825367754177,268.9950823003454,126.37127411660308
2127bbf73b1d0f150ca12bfa5ca2b91d,Pleural effusion,5.443814449766935,178.9656520812971,52.53936493477785,307.5473448613955
2127bbf73b1d0f150ca12bfa5ca2b91d,Pleural effusion,32.39908665465413,86.59865110823922,84.34429213410618,172.03746445805382
2127bbf73b1d0f150ca12bfa5ca2b91d,Nodule/Mass,88.11708227251576,54.69643204608311,200.0190815219409,183.69345313348964
2127bbf73b1d0f150ca12bfa5ca2b91d,ILD,44.892237339585634,179.632025644704,139.57716884643494,299.87924443333196
2127bbf73b1d0f150ca12bfa5ca2b91d,Aortic enlargement,189.4427724496128,113.50182850306463,280.18249847701003,195.14336125955407
2127bbf73b1d0f150ca12bfa5ca2b91d,Pleural thickening,257.16879984687307,52.11245891097563,334.1003066961881,98.31270612976427
2127bbf73b1d0f150ca12bfa5ca2b91d,Other lesion,187.0072211441007,60.95842336100578,232.54873246654117,164.90747918872177
2eae70b57d68947a20d6d0cc8f9f2e58,ILD,71.42343824466077,161.11623051555307,154.49821902828972,326.9769158050844
2eae70b57d68947a20d6d0cc8f9f2e58,ILD,276.3755057566995,195.17862252292014,347.0990275248672,316.0692464857134
2eae70b57d68947a20d6d0cc8f9f2e58,Nodule/Mass,323.9302705120919,146.28105108959448,347.70575869463744,186.9520396228017
885cb27d4cf51dc3aa6fa71b3aff08d8,Pleural effusion,16.246882636296114,240.4146870166887,114.40481317750375,280.7111006072897
885cb27d4cf51dc3aa6fa71b3aff08d8,Consolidation,31.099727389242013,203.21799754844156,153.79714056575153,249.71385938375045
67f342c22873acfcf19d3b6501e53802,ILD,101.22910551918207,161.53960604472806,186.8251900104068,218.6196482637522
67f342c22873acfcf19d3b6501e53802,Atelectasis,112.74731213937326,175.25364216228581,171.0158868062228,211.7626302049733
58baa9b0269a2987f5475a554033c4b1,No finding,,,,
754d373b98400f931d1070778c25e2d2,Cardiomegaly,134.68814503944938,176.80137850904495,319.00814503944946,287.81022806656705
754d373b98400f931d1070778c25e2d2,Calcification,34.06678130298219,177.04861318655776,77.83188801654939,263.87453668001143
754d373b98400f931d1070778c25e2d2,Lung Opacity,93.25127930123568,210.46070682652248,124.0878479519887,240.30470503050915
36aa7cdf317c33edc514ef43814d4c9b,No finding,,,,
e154120eb7eb235ddb471c94deff2ee6,Aortic enlargement,209.89830508474574,108.34067858679819,256.6779661016949,170.17118706137444
e154120eb7eb235ddb471c94deff2ee6,Cardiomegaly,170.84745762711867,191.32372943425582,300.2033898305085,245.832204010527
e154120eb7eb235ddb471c94deff2ee6,Lung Opacity,169.62711864406782,57.49322095967956,189.15254237288138,127.86610231561176
e154120eb7eb235ddb471c94deff2ee6,Pulmonary fibrosis,109.33609856798009,132.8603266535964,128.43724302748865,139.79219359454706
e154120eb7eb235ddb471c94deff2ee6,Calcification,229.43930158810434,123.10341758784296,239.2047443269296,141.00672927568925
7a74f4e463b72f018838f26cf7aabdf2,Aortic enlargement,190.49461063423064,81.17999431660179,249.94649009819025,154.8353437909963
7a74f4e463b72f018838f26cf7aabdf2,Nodule/Mass,44.039980735208154,203.6483564604175,55.15699884635507,216.72327056829812
ee29da033302291107e61a87de63aee3,Pulmonary fibrosis,306.0132817214967,185.20468987508886,310.8656347651644,211.53723401690917
ee29da033302291107e61a87de63aee3,Nodule/Mass,303.3444875474795,177.3256609192686,310.623017112981,185.4120327423473
cf46419b1583aff3e8ca76705dd5e584,Aortic enlargement,155.73594589261984,102.921009445967,250.74418157418413,179.20929356871093
cf46419b1583aff3e8ca76705dd5e584,ILD,70.22853377921204,141.06515150733895,121.691328106726,171.08600405564098
cf46419b1583aff3e8ca76705dd5e584,ILD,49.64341604820643,172.498750057914,86.45910737481258,206.75784061303517
f688540fa7c5a58e3f5f0d0908a15164,Aortic enlargement,193.48154167634087,112.81525485798467,245.8293475737173,156.74745824781522
f688540fa7c5a58e3f5f0d0908a15164,Cardiomegaly,141.62758300441143,189.696610790188,295.7079173438588,256.0016955359507
f688540fa7c5a58e3f5f0d0908a15164,ILD,214.22312514511265,74.98474638340839,319.4125841653123,243.39152604442538
f688540fa7c5a58e3f5f0d0908a15164,ILD,65.57511028558163,62.78135655289991,180.64151381472024,243.39152604442538
8b92de834e67f5a072af66d59aacc825,Pleural effusion,2.2849087803952237,192.795364910111,145.0229297932407,272.85714097188713
8b92de834e67f5a072af66d59aacc825,Atelectasis,31.193875061477858,169.07335718810336,144.1195245969569,212.06949618424233
