query_image_path,query_label,group,conv_correct,dino_correct,conv_topk_image_paths,conv_topk_labels,conv_topk_scores,dino_topk_image_paths,dino_topk_labels,dino_topk_scores
/kaggle/input/rsna-png/data/test/4dbc44ca-694a-4814-9a24-bc60c8d8d611.png,pneumonia,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200321001546031810.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day1.jpg"", ""/kaggle/input/rsna-png/data/test/streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day3.jpg"", ""/kaggle/input/rsna-png/data/test/05d3817a-5535-4e77-8dda-d4412e496c81.png"", ""/kaggle/input/rsna-png/data/test/6565a9e6-3f01-4de8-a18d-ade3121c5d7c.png""]","[""COVID-19"", ""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/3f504abe-2133-4e09-98af-743cdea486f9.png"", ""/kaggle/input/rsna-png/data/test/bd8facb9-dce0-4048-8249-e6078b28e1b7.png"", ""/kaggle/input/rsna-png/data/test/e9e58e10-2795-4dec-a738-c9792ea8f685.png"", ""/kaggle/input/rsna-png/data/test/7817b551-d220-479b-815f-395f83e1dba1.png"", ""/kaggle/input/rsna-png/data/test/b021293c-4dd0-450c-b1a4-2d72cedab0a2.png""]","[""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/3f504abe-2133-4e09-98af-743cdea486f9.png,pneumonia,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/1B734A89-A1BF-49A8-A1D3-66FAFA4FAC5D.jpeg"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-44-day-0.jpeg"", ""/kaggle/input/rsna-png/data/test/COVID-94.png"", ""/kaggle/input/rsna-png/data/test/436dce2a-06c3-4281-bb8e-840497a49381.png"", ""/kaggle/input/rsna-png/data/test/88de9d8c39e946abd495b37cd07d89e5-0666-0.jpg""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""normal"", ""COVID-19""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/4dbc44ca-694a-4814-9a24-bc60c8d8d611.png"", ""/kaggle/input/rsna-png/data/test/fcd159f4-21d3-4169-a94b-95a2b5ccddcb.png"", ""/kaggle/input/rsna-png/data/test/3766b0a6-1769-4d82-b081-fa53531de34e.png"", ""/kaggle/input/rsna-png/data/test/393b8e45-6d97-4013-8100-27ebf07a1dad.png"", ""/kaggle/input/rsna-png/data/test/b021293c-4dd0-450c-b1a4-2d72cedab0a2.png""]","[""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/070c921f-171c-420c-915b-e49e3f600c38.png,pneumonia,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200321002029359840.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.202004040240155151.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/B2D20576-00B7-4519-A415-72DE29C90C34.jpeg"", ""/kaggle/input/rsna-png/data/test/16654_2_1.jpg"", ""/kaggle/input/rsna-png/data/test/88de9d8c39e946abd495b37cd07d89e5-6531-0.jpg""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/bd8facb9-dce0-4048-8249-e6078b28e1b7.png"", ""/kaggle/input/rsna-png/data/test/caa545b4-4eea-4e3a-90b1-c4c0789a1109.png"", ""/kaggle/input/rsna-png/data/test/1414c7d6-dff3-453c-8322-b25bb5899d78.png"", ""/kaggle/input/rsna-png/data/test/b021293c-4dd0-450c-b1a4-2d72cedab0a2.png"", ""/kaggle/input/rsna-png/data/test/02002619-3dea-4038-8d4d-458db30ed8de.png""]","[""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/bd9af100-1805-4e0a-8875-4a4b7195f0d8.png,pneumonia,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/COVID-00036.jpg"", ""/kaggle/input/rsna-png/data/test/88de9d8c39e946abd495b37cd07d89e5-6531-0.jpg"", ""/kaggle/input/rsna-png/data/test/B2D20576-00B7-4519-A415-72DE29C90C34.jpeg"", ""/kaggle/input/rsna-png/data/test/16654_4_1.jpg"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.202004040240155151.1003000225002.png""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/03a9498c-549d-4e7d-800b-e74797f7f625.png"", ""/kaggle/input/rsna-png/data/test/1c0a780d-1cac-4eee-b46d-470ecebc9ae0.png"", ""/kaggle/input/rsna-png/data/test/393b8e45-6d97-4013-8100-27ebf07a1dad.png"", ""/kaggle/input/rsna-png/data/test/3c8cc0d1-be7f-493d-9570-542d851f623b.png"", ""/kaggle/input/rsna-png/data/test/02002619-3dea-4038-8d4d-458db30ed8de.png""]","[""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/37f17069-62ce-42ff-9fa4-d6a1056bd075.png,pneumonia,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/COVID-116.png"", ""/kaggle/input/rsna-png/data/test/afe1b6e2-203e-4ee5-856a-2f205d8bca2a.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200322024635362290.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200320072856343530.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/b6db3041-1554-43ef-baca-58733b6717d6.png""]","[""COVID-19"", ""pneumonia"", ""COVID-19"", ""COVID-19"", ""pneumonia""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/0d9b1283-fc24-4fd3-a520-bc5d563e13e1.png"", ""/kaggle/input/rsna-png/data/test/af2ff93b-2f33-4c91-bde1-1490fc435b50.png"", ""/kaggle/input/rsna-png/data/test/e1d23cbe-213d-48d6-a8c2-672c4e68285d.png"", ""/kaggle/input/rsna-png/data/test/6df82c7a-a91e-487c-ae3a-9022b17d7c7a.png"", ""/kaggle/input/rsna-png/data/test/b42eaeb8-b6d3-41d7-836c-56fd0922abf6.png""]","[""pneumonia"", ""pneumonia"", ""normal"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/afe1b6e2-203e-4ee5-856a-2f205d8bca2a.png,pneumonia,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200320072856343530.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/ac648f87-a79f-4ce0-9439-23a8dd886b71.png"", ""/kaggle/input/rsna-png/data/test/DX.1.2.840.113564.1722810162.20200322024635362290.1203801020003.png"", ""/kaggle/input/rsna-png/data/test/acb5c720-f741-415c-993c-65855be08ffa.png"", ""/kaggle/input/rsna-png/data/test/6565a9e6-3f01-4de8-a18d-ade3121c5d7c.png""]","[""COVID-19"", ""pneumonia"", ""COVID-19"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/ae06b30f-ae30-40d3-b237-c934ce499774.png"", ""/kaggle/input/rsna-png/data/test/02002619-3dea-4038-8d4d-458db30ed8de.png"", ""/kaggle/input/rsna-png/data/test/1414c7d6-dff3-453c-8322-b25bb5899d78.png"", ""/kaggle/input/rsna-png/data/test/ac648f87-a79f-4ce0-9439-23a8dd886b71.png"", ""/kaggle/input/rsna-png/data/test/41bf2042-53a2-44a8-9a29-55e643af5ac0.png""]","[""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/f661fe70-2fc1-4564-9f53-45504c0b0688.png,pneumonia,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200325010134750210.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200320103403375580.1003000225002.png"", ""/kaggle/input/rsna-png/data/test/05d3817a-5535-4e77-8dda-d4412e496c81.png"", ""/kaggle/input/rsna-png/data/test/streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day3.jpg"", ""/kaggle/input/rsna-png/data/test/b5714c0f-6d0f-4c56-833f-8b83f19e982a.png""]","[""COVID-19"", ""COVID-19"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/3db7e979-5f97-4985-bf0c-cdea7951e246.png"", ""/kaggle/input/rsna-png/data/test/f743c21e-5876-460b-bbd6-2e2dcca41baa.png"", ""/kaggle/input/rsna-png/data/test/3d070009-c877-4ed4-ac80-53781cb30fef.png"", ""/kaggle/input/rsna-png/data/test/f760c946-a103-4991-a6e5-ff60c24cd99f.png"", ""/kaggle/input/rsna-png/data/test/b021293c-4dd0-450c-b1a4-2d72cedab0a2.png""]","[""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/adce8349-6836-4328-ab63-f356d0bbe298.png,pneumonia,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/e155c13d-7ac7-4765-bb86-899349978413.png"", ""/kaggle/input/rsna-png/data/test/af169d21-1c39-445e-82d8-5035182a3a8c.png"", ""/kaggle/input/rsna-png/data/test/0a8d486f-1aa6-4fcf-b7be-4bf04fc8628b.png"", ""/kaggle/input/rsna-png/data/test/1565fd6c-9432-454a-87e4-937fd5ad5b60.png"", ""/kaggle/input/rsna-png/data/test/ae06b30f-ae30-40d3-b237-c934ce499774.png""]","[""normal"", ""pneumonia"", ""pneumonia"", ""pneumonia"", ""pneumonia""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/a0a8370a-dc3f-4f70-a440-e3fa9827928a.png"", ""/kaggle/input/rsna-png/data/test/0d9b1283-fc24-4fd3-a520-bc5d563e13e1.png"", ""/kaggle/input/rsna-png/data/test/ca3c90e4-f7fe-4f6e-b20b-81473deab4f0.png"", ""/kaggle/input/rsna-png/data/test/6b969591-8a07-49ed-9f65-fa19a453df59.png"", ""/kaggle/input/rsna-png/data/test/af6ef3d9-81c8-434e-bc5a-dbf89bc418aa.png""]","[""pneumonia"", ""pneumonia"", ""normal"", ""normal"", ""normal""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/1B734A89-A1BF-49A8-A1D3-66FAFA4FAC5D.jpeg,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/3f504abe-2133-4e09-98af-743cdea486f9.png"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-15-PA.jpg"", ""/kaggle/input/rsna-png/data/test/88de9d8c39e946abd495b37cd07d89e5-0666-0.jpg"", ""/kaggle/input/rsna-png/data/test/COVID-94.png"", ""/kaggle/input/rsna-png/data/test/436dce2a-06c3-4281-bb8e-840497a49381.png""]","[""pneumonia"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""normal""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/COVID-00027.jpg"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-evolution-over-a-week-1-day3.jpg"", ""/kaggle/input/rsna-png/data/test/B2D20576-00B7-4519-A415-72DE29C90C34.jpeg"", ""/kaggle/input/rsna-png/data/test/covid-19-pneumonia-20.jpg"", ""/kaggle/input/rsna-png/data/test/CR.1.2.840.113564.1722810170.20200329171322703880.1003000225002.png""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
/kaggle/input/rsna-png/data/test/6b44464d-73a7-4cf3-bbb6-ffe7168300e3.annot.original.jpeg,COVID-19,dino_correct_conv_wrong,False,True,"[""/kaggle/input/rsna-png/data/test/cdac0980-033c-4685-b7e4-0a12c86a00a9.png"", ""/kaggle/input/rsna-png/data/test/5b12801f-aaf7-442e-b994-ec8f15ce78e5.png"", ""/kaggle/input/rsna-png/data/test/fc958b63-5da8-448d-8962-3c5167dc9410.png"", ""/kaggle/input/rsna-png/data/test/ffba6230-71cf-4287-a0d1-887f5d16e95d.png"", ""/kaggle/input/rsna-png/data/test/63192a6c-02ba-48a5-932a-bb82aeacb1bc.png""]","[""normal"", ""normal"", ""normal"", ""normal"", ""normal""]","[null, null, null, null, null]","[""/kaggle/input/rsna-png/data/test/COVID-119.png"", ""/kaggle/input/rsna-png/data/test/COVID-94.png"", ""/kaggle/input/rsna-png/data/test/16654_1_1.png"", ""/kaggle/input/rsna-png/data/test/1-s2.0-S0929664620300449-gr2_lrg-d.jpg"", ""/kaggle/input/rsna-png/data/test/COVID-215.png""]","[""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19"", ""COVID-19""]","[null, null, null, null, null]"
